PURCHASE_ORDER_LINE_ID,PURCHASE_ORDER_ID,ORDER_DATE,ORDER_STATUS,BUYER_NAME,SUPPLIER_ID,SUPPLIER_NAME,SUPPLIER_CITY,SUPPLIER_STATE,PRODUCT_ID,PRODUCT_NAME,PROCUREMENT_TYPE,ORDERED_QUANTITY,RECEIVED_QUANTITY,UNIT_PRICE,STANDARD_UNIT_PRICE,PROMISED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,INSPECTION_DATE,INSPECTED_QUANTITY,REJECTED_QUANTITY,DEFECT_CATEGORY,ORDER_LINE_VALUE,PRICE_VARIANCE_AMOUNT,DAYS_LATE,IS_ON_TIME,DEFECT_RATE_PCT,OPEN_ORDER_EXPOSURE
PO-11619-L03,PO-11619,2024-05-21,CLOSED,Daniel Kim,Non Enim Electronics,Non Enim Electronics,,,40-0067,2M Resistor,OTS,306,306,25.57,24.80,2024-07-01,2024-07-03,2024-07-04,306,0,,7824.42,235.62,2,0,0.00,0.00
PO-12619-L01,PO-12619,2024-05-21,CLOSED,Daniel Kim,Eleifend,Eleifend,,,50-0087,GPS Model 3 US Boxed Product Label,MTS,966,966,199.23,205.60,2024-06-25,2024-06-25,2024-06-26,966,20,ELECTRICAL,192456.18,-6153.42,0,1,2.07,0.00
PO-12619-L02,PO-12619,2024-05-21,CLOSED,Daniel Kim,Eleifend,Eleifend,,,20-0005,Package Documentation,OTS,116,116,59.00,60.20,2024-07-02,2024-07-07,2024-07-08,116,0,,6844.00,-139.20,5,0,0.00,0.00
PO-12619-L03,PO-12619,2024-05-21,CLOSED,Daniel Kim,Eleifend,Eleifend,,,40-0039,USB Connector,OTS,217,217,138.05,139.30,2024-06-08,2024-06-18,2024-06-19,217,0,,29956.85,-271.25,10,0,0.00,0.00
PO-10972-L01,PO-10972,2024-05-22,CLOSED,Jordan Lee,Imperdiet Electronics,Imperdiet Electronics,,,30-0085,Packaging,MTS,891,891,83.79,82.80,2024-06-22,2024-06-25,2024-06-26,891,0,,74656.89,882.09,3,0,0.00,0.00
PO-10972-L02,PO-10972,2024-05-22,CLOSED,Jordan Lee,Imperdiet Electronics,Imperdiet Electronics,,,40-0042,10k Resistor,OTS,992,992,165.62,161.90,2024-06-29,2024-07-07,2024-07-08,992,0,,164295.04,3690.24,8,0,0.00,0.00
PO-10972-L03,PO-10972,2024-05-22,CLOSED,Jordan Lee,Imperdiet Electronics,Imperdiet Electronics,,,40-0049,500mW NPN Transistor,OTS,142,142,43.95,42.50,2024-06-05,2024-06-02,2024-06-03,142,0,,6240.90,205.90,-3,1,0.00,0.00
PO-11972-L01,PO-11972,2024-05-22,CLOSED,Jordan Lee,Vulputate Foundation,Vulputate Foundation,,,40-0067,2M Resistor,OTS,802,802,24.11,24.80,2024-06-30,2024-07-11,2024-07-12,802,0,,19336.22,-553.38,11,0,0.00,0.00
PO-11972-L02,PO-11972,2024-05-22,CLOSED,Jordan Lee,Vulputate Foundation,Vulputate Foundation,,,40-0074,"Miniature Pushbutton Switch, Right Angle",OTS,903,903,102.13,103.90,2024-06-06,2024-06-06,2024-06-07,903,0,,92223.39,-1598.31,0,1,0.00,0.00
PO-11972-L03,PO-11972,2024-05-22,CLOSED,Jordan Lee,Vulputate Foundation,Vulputate Foundation,,,50-0016,"GPS, Rear Panel",MTS,53,53,181.90,183.00,2024-06-13,2024-06-18,2024-06-19,53,0,,9640.70,-58.30,5,0,0.00,0.00
PO-12972-L01,PO-12972,2024-05-22,CLOSED,Jordan Lee,Hendrerit Electronics,Hendrerit Electronics,,,40-0039,USB Connector,OTS,713,713,147.94,139.30,2024-06-07,2024-06-18,2024-06-19,713,0,,105481.22,6160.32,11,0,0.00,0.00
PO-12972-L02,PO-12972,2024-05-22,CLOSED,Jordan Lee,Hendrerit Electronics,Hendrerit Electronics,,,40-0047,51k Resistor,OTS,814,814,18.77,19.90,2024-06-14,2024-06-30,2024-07-01,814,0,,15278.78,-919.82,16,0,0.00,0.00
PO-12972-L03,PO-12972,2024-05-22,CLOSED,Jordan Lee,Hendrerit Electronics,Hendrerit Electronics,,,40-0054,Voltage Detector CMOS 4.3V SOT23,OTS,915,915,94.45,99.00,2024-06-21,2024-06-26,2024-06-27,915,0,,86421.75,-4163.25,5,0,0.00,0.00
PO-10325-L01,PO-10325,2024-05-23,CLOSED,Sofia Martinez,Cubilia Electronics,Cubilia Electronics,Cumberland,ON,40-0076,Red/Green SM LED,OTS,727,690,128.40,126.50,2024-06-27,2024-06-25,2024-06-26,690,0,,93346.80,1381.30,-2,1,0.00,0.00
PO-10325-L02,PO-10325,2024-05-23,CLOSED,Sofia Martinez,Cubilia Electronics,Cubilia Electronics,Cumberland,ON,50-0087,GPS Model 3 US Boxed Product Label,MTS,828,828,210.95,205.60,2024-07-04,2024-07-07,2024-07-08,828,0,,174666.60,4429.80,3,0,0.00,0.00
PO-10325-L03,PO-10325,2024-05-23,CLOSED,Sofia Martinez,Cubilia Electronics,Cubilia Electronics,Cumberland,ON,20-0005,Package Documentation,OTS,929,929,62.43,60.20,2024-06-10,2024-06-18,2024-06-19,929,10,DIMENSIONAL,57997.47,2071.67,8,0,1.08,0.00
PO-11325-L01,PO-11325,2024-05-23,CLOSED,Sofia Martinez,Malesuada Limited,Malesuada Limited,,,40-0049,500mW NPN Transistor,OTS,638,638,41.44,42.50,2024-07-05,2024-07-11,2024-07-12,638,0,,26438.72,-676.28,6,0,0.00,0.00
PO-11325-L02,PO-11325,2024-05-23,CLOSED,Sofia Martinez,Malesuada Limited,Malesuada Limited,,,40-0056,1M Resistor,OTS,739,702,119.90,121.60,2024-06-11,2024-06-22,2024-06-23,702,0,,88606.10,-1256.30,11,0,0.00,0.00
PO-11325-L03,PO-11325,2024-05-23,CLOSED,Sofia Martinez,Malesuada Limited,Malesuada Limited,,,40-0064,Speaker w/drive circuit 3-15volts,OTS,840,840,200.10,200.70,2024-06-18,2024-06-18,2024-06-19,840,9,DIMENSIONAL,168084.00,-504.00,0,1,1.07,0.00
PO-12325-L01,PO-12325,2024-05-23,CLOSED,Sofia Martinez,At Auctor Co,At Auctor Co,,,50-0016,"GPS, Rear Panel",MTS,549,549,194.90,183.00,2024-06-12,2024-06-10,2024-06-11,549,0,,107000.10,6533.10,-2,1,0.00,0.00
PO-12325-L02,PO-12325,2024-05-23,CLOSED,Sofia Martinez,At Auctor Co,At Auctor Co,,,20-0003,"GPS, Front Bezel Assembly",OTS,650,650,35.57,37.60,2024-06-19,2024-06-22,2024-06-23,650,0,,23120.50,-1319.50,3,0,0.00,0.00
PO-12325-L03,PO-12325,2024-05-23,CLOSED,Sofia Martinez,At Auctor Co,At Auctor Co,,,40-0035,"GPS, Circuit Board",MTS,751,713,111.68,116.70,2024-06-26,2024-07-04,2024-07-05,713,8,DIMENSIONAL,83871.68,-3770.02,8,0,1.12,0.00
PO-10678-L01,PO-10678,2024-05-24,CLOSED,Priya Shah,Est Electronics Corp.,Est Electronics Corp.,,,20-0005,Package Documentation,OTS,474,474,58.88,60.20,2024-06-09,2024-06-10,2024-06-11,474,10,DIMENSIONAL,27909.12,-625.68,1,0,2.11,0.00
PO-10678-L02,PO-10678,2024-05-24,CLOSED,Priya Shah,Est Electronics Corp.,Est Electronics Corp.,,,40-0039,USB Connector,OTS,575,575,137.77,139.30,2024-06-16,2024-06-22,2024-06-23,575,18,ELECTRICAL,79217.75,-879.75,6,0,3.13,0.00
PO-10678-L03,PO-10678,2024-05-24,CLOSED,Priya Shah,Est Electronics Corp.,Est Electronics Corp.,,,40-0047,51k Resistor,OTS,676,676,19.90,19.90,2024-06-23,2024-07-04,2024-07-05,676,0,,13452.40,0.00,11,0,0.00,0.00
PO-11678-L01,PO-11678,2024-05-24,CLOSED,Priya Shah,Nunc Ltd,Nunc Ltd,,,40-0064,Speaker w/drive circuit 3-15volts,OTS,385,385,214.35,200.70,2024-06-17,2024-06-26,2024-06-27,385,8,DIMENSIONAL,82524.75,5255.25,9,0,2.08,0.00
PO-11678-L02,PO-11678,2024-05-24,CLOSED,Priya Shah,Nunc Ltd,Nunc Ltd,,,40-0072,2.7k Resistor,OTS,486,486,77.15,81.30,2024-06-24,2024-06-22,2024-06-23,486,15,ELECTRICAL,37494.90,-2016.90,-2,1,3.09,0.00
PO-11678-L03,PO-11678,2024-05-24,CLOSED,Priya Shah,Nunc Ltd,Nunc Ltd,,,50-0010,"Screw, M3 x 6, ST, PH, Torx",OTS,587,587,153.98,160.40,2024-07-01,2024-07-04,2024-07-05,587,0,,90386.26,-3768.54,3,0,0.00,0.00
PO-12678-L01,PO-12678,2024-05-24,CLOSED,Priya Shah,Elementum SCI,Elementum SCI,,,40-0035,"GPS, Circuit Board",MTS,296,281,119.97,116.70,2024-06-25,2024-06-26,2024-06-27,281,6,DIMENSIONAL,35511.12,967.92,1,0,2.14,0.00
PO-12678-L02,PO-12678,2024-05-24,CLOSED,Priya Shah,Elementum SCI,Elementum SCI,,,40-0045,Low-dropout 5.0V 100mA Voltage Regulator,OTS,397,397,203.44,195.80,2024-07-02,2024-07-08,2024-07-09,397,12,ELECTRICAL,80765.68,3033.08,6,0,3.02,0.00
PO-12678-L03,PO-12678,2024-05-24,CLOSED,Priya Shah,Elementum SCI,Elementum SCI,,,40-0052,"Tantalum Capacitor 10uF@16V,B pkg",OTS,498,498,80.22,76.40,2024-06-08,2024-06-19,2024-06-20,498,0,,39949.56,1902.36,11,0,0.00,0.00
PO-10031-L01,PO-10031,2024-05-25,OPEN,Alex Morgan,Aenean Printing,Aenean Printing,,,40-0074,"Miniature Pushbutton Switch, Right Angle",OTS,310,0,101.93,103.90,2024-06-14,,,0,0,,31598.30,-610.70,,,0.00,31598.30
PO-10031-L02,PO-10031,2024-05-25,OPEN,Alex Morgan,Aenean Printing,Aenean Printing,,,50-0016,"GPS, Rear Panel",MTS,411,0,181.54,183.00,2024-06-21,,,0,0,,74612.94,-600.06,,,0.00,74612.94
PO-10031-L03,PO-10031,2024-05-25,OPEN,Alex Morgan,Aenean Printing,Aenean Printing,,,20-0003,"GPS, Front Bezel Assembly",OTS,512,0,37.71,37.60,2024-06-28,,,0,0,,19307.52,56.32,,,0.00,19307.52
PO-11031-L01,PO-11031,2024-05-25,OPEN,Alex Morgan,Justo Inc.,Justo Inc.,,,40-0047,51k Resistor,OTS,221,0,18.73,19.90,2024-06-22,,,0,0,,4139.33,-258.57,,,0.00,4139.33
PO-11031-L02,PO-11031,2024-05-25,OPEN,Alex Morgan,Justo Inc.,Justo Inc.,,,40-0054,Voltage Detector CMOS 4.3V SOT23,OTS,322,0,94.25,99.00,2024-06-29,,,0,0,,30348.50,-1529.50,,,0.00,30348.50
PO-11031-L03,PO-11031,2024-05-25,OPEN,Alex Morgan,Justo Inc.,Justo Inc.,,,40-0062,3k Resistor,OTS,423,0,171.51,178.10,2024-07-06,,,0,0,,72548.73,-2787.57,,,0.00,72548.73
PO-12031-L01,PO-12031,2024-05-25,OPEN,Alex Morgan,Access Limited,Access Limited,,,50-0010,"Screw, M3 x 6, ST, PH, Torx",OTS,132,0,165.37,160.40,2024-06-30,,,0,0,,21828.84,656.04,,,0.00,21828.84
PO-12031-L02,PO-12031,2024-05-25,OPEN,Alex Morgan,Access Limited,Access Limited,,,90-0006,Manual - Model 3/500,MTS,233,0,42.72,41.00,2024-07-07,,,0,0,,9953.76,400.76,,,0.00,9953.76
PO-12031-L03,PO-12031,2024-05-25,OPEN,Alex Morgan,Access Limited,Access Limited,,,40-0009,"Power Supply, US",OTS,334,0,99.09,94.10,2024-06-13,,,0,0,,33096.06,1666.66,,,0.00,33096.06
PO-10384-L01,PO-10384,2024-05-26,CLOSED,Daniel Kim,EGETEM,EGETEM,Portland,OREGON,20-0003,"GPS, Front Bezel Assembly",OTS,57,57,35.49,37.60,2024-06-27,2024-07-04,2024-07-05,57,0,,2022.93,-120.27,7,0,0.00,0.00
PO-10384-L02,PO-10384,2024-05-26,CLOSED,Daniel Kim,EGETEM,EGETEM,Portland,OREGON,40-0035,"GPS, Circuit Board",MTS,158,158,111.45,116.70,2024-07-04,2024-07-16,2024-07-17,158,0,,17609.10,-829.50,12,0,0.00,0.00
PO-10384-L03,PO-10384,2024-05-26,CLOSED,Daniel Kim,EGETEM,EGETEM,Portland,OREGON,40-0045,Low-dropout 5.0V 100mA Voltage Regulator,OTS,259,259,189.14,195.80,2024-06-10,2024-06-27,2024-06-28,259,0,,48987.26,-1724.94,17,0,0.00,0.00
PO-11384-L01,PO-11384,2024-05-26,CLOSED,Daniel Kim,Mauris Quis Circuits,Mauris Quis Circuits,,,40-0062,3k Resistor,OTS,919,919,184.16,178.10,2024-07-05,2024-07-20,2024-07-21,919,0,,169243.04,5569.14,15,0,0.00,0.00
PO-11384-L02,PO-11384,2024-05-26,CLOSED,Daniel Kim,Mauris Quis Circuits,Mauris Quis Circuits,,,40-0070,"Schottky Diode, 320mV@1mA",OTS,69,69,61.34,58.70,2024-06-11,2024-07-01,2024-07-02,69,0,,4232.46,182.16,20,0,0.00,0.00
PO-11384-L03,PO-11384,2024-05-26,CLOSED,Daniel Kim,Mauris Quis Circuits,Mauris Quis Circuits,,,40-0077,Molex 4-pin 0.079 RA Header,OTS,170,170,145.52,137.80,2024-06-18,2024-06-27,2024-06-28,170,0,,24738.40,1312.40,9,0,0.00,0.00
PO-12384-L01,PO-12384,2024-05-26,CLOSED,Daniel Kim,Cubilia Electronics,Cubilia Electronics,Cumberland,ON,40-0009,"Power Supply, US",OTS,830,830,93.54,94.10,2024-06-12,2024-06-11,2024-06-12,830,0,,77638.20,-464.80,-1,1,0.00,0.00
PO-12384-L02,PO-12384,2024-05-26,CLOSED,Daniel Kim,Cubilia Electronics,Cubilia Electronics,Cumberland,ON,40-0043,1k Resistor,OTS,931,931,174.07,173.20,2024-06-19,2024-06-23,2024-06-24,931,0,,162059.17,809.97,4,0,0.00,0.00
PO-12384-L03,PO-12384,2024-05-26,CLOSED,Daniel Kim,Cubilia Electronics,Cubilia Electronics,Cumberland,ON,40-0050,Small-signal PNP Transistor,OTS,81,81,54.66,53.80,2024-06-26,2024-07-05,2024-07-06,81,0,,4427.46,69.66,9,0,0.00,0.00
PO-10737-L01,PO-10737,2024-05-27,CLOSED,Jordan Lee,Eu Sem Electronics,Eu Sem Electronics,,,40-0045,Low-dropout 5.0V 100mA Voltage Regulator,OTS,755,755,203.04,195.80,2024-07-10,2024-07-12,2024-07-13,755,16,PACKAGING,153295.20,5466.20,2,0,2.12,0.00
PO-10737-L02,PO-10737,2024-05-27,CLOSED,Jordan Lee,Eu Sem Electronics,Eu Sem Electronics,,,40-0052,"Tantalum Capacitor 10uF@16V,B pkg",OTS,856,856,80.07,76.40,2024-06-16,2024-06-23,2024-06-24,856,26,DIMENSIONAL,68539.92,3141.52,7,0,3.04,0.00
PO-10737-L03,PO-10737,2024-05-27,CLOSED,Jordan Lee,Eu Sem Electronics,Eu Sem Electronics,,,40-0059,Small-single NPN Transistor,OTS,957,957,164.67,155.50,2024-06-23,2024-07-05,2024-07-06,957,10,ELECTRICAL,157589.19,8775.69,12,0,1.04,0.00
PO-11737-L01,PO-11737,2024-05-27,CLOSED,Jordan Lee,Praesent Corporation,Praesent Corporation,,,40-0077,Molex 4-pin 0.079 RA Header,OTS,666,666,137.39,137.80,2024-06-17,2024-06-27,2024-06-28,666,14,PACKAGING,91501.74,-273.06,10,0,2.10,0.00
PO-11737-L02,PO-11737,2024-05-27,CLOSED,Jordan Lee,Praesent Corporation,Praesent Corporation,,,50-0088,"Box with GPS Logo, 5 in x 5 in x 5 in",MTS,767,767,18.55,18.40,2024-06-24,2024-06-23,2024-06-24,767,24,DIMENSIONAL,14227.85,115.05,-1,1,3.13,0.00
PO-11737-L03,PO-11737,2024-05-27,CLOSED,Jordan Lee,Praesent Corporation,Praesent Corporation,,,20-0015,"GPS, PCBA, Model 3",MTS,868,868,72.86,71.50,2024-07-01,2024-07-05,2024-07-06,868,9,ELECTRICAL,63242.48,1180.48,4,0,1.04,0.00
PO-12737-L01,PO-12737,2024-05-27,CLOSED,Jordan Lee,Est Electronics Corp.,Est Electronics Corp.,,,40-0050,Small-signal PNP Transistor,OTS,577,577,51.49,53.80,2024-06-25,2024-06-27,2024-06-28,577,12,PACKAGING,29709.73,-1332.87,2,0,2.08,0.00
PO-12737-L02,PO-12737,2024-05-27,CLOSED,Jordan Lee,Est Electronics Corp.,Est Electronics Corp.,,,40-0057,"0.01uF Ceramic Chip Capacitor, 0603",OTS,678,678,128.65,132.90,2024-07-02,2024-07-09,2024-07-10,678,21,DIMENSIONAL,87224.70,-2881.50,7,0,3.10,0.00
PO-12737-L03,PO-12737,2024-05-27,CLOSED,Jordan Lee,Est Electronics Corp.,Est Electronics Corp.,,,40-0066,Signal Diode,OTS,779,779,207.55,212.00,2024-07-09,2024-07-21,2024-07-22,779,8,ELECTRICAL,161681.45,-3466.55,12,0,1.03,0.00
PO-10090-L01,PO-10090,2024-05-28,CLOSED,Sofia Martinez,Ante Corp.,Ante Corp.,West Valley City,UTAH,90-0006,Manual - Model 3/500,MTS,591,591,42.64,41.00,2024-06-14,2024-06-11,2024-06-12,591,0,,25200.24,969.24,-3,1,0.00,0.00
PO-10090-L02,PO-10090,2024-05-28,CLOSED,Sofia Martinez,Ante Corp.,Ante Corp.,West Valley City,UTAH,40-0009,"Power Supply, US",OTS,692,657,98.90,94.10,2024-06-21,2024-06-23,2024-06-24,657,0,,68438.80,3321.60,2,0,0.00,0.00
PO-10090-L03,PO-10090,2024-05-28,CLOSED,Sofia Martinez,Ante Corp.,Ante Corp.,West Valley City,UTAH,40-0043,1k Resistor,OTS,793,793,183.94,173.20,2024-06-28,2024-07-05,2024-07-06,793,0,,145864.42,8516.82,7,0,0.00,0.00
PO-11090-L01,PO-11090,2024-05-28,CLOSED,Sofia Martinez,Laoreet,Laoreet,,,40-0059,Small-single NPN Transistor,OTS,502,502,155.50,155.50,2024-06-22,2024-06-27,2024-06-28,502,0,,78061.00,0.00,5,0,0.00,0.00
PO-11090-L02,PO-11090,2024-05-28,CLOSED,Sofia Martinez,Laoreet,Laoreet,,,40-0068,P-Chan MOSFET SOT-223,OTS,603,603,36.50,36.10,2024-06-29,2024-07-09,2024-07-10,603,0,,22009.50,241.20,10,0,0.00,0.00
PO-11090-L03,PO-11090,2024-05-28,CLOSED,Sofia Martinez,Laoreet,Laoreet,,,40-0075,Single Logic Level P-Channel FET,OTS,704,668,117.73,115.20,2024-07-06,2024-07-05,2024-07-06,668,0,,82881.92,1781.12,-1,1,0.00,0.00
PO-12090-L01,PO-12090,2024-05-28,CLOSED,Sofia Martinez,Aenean Printing,Aenean Printing,,,20-0015,"GPS, PCBA, Model 3",MTS,413,413,68.64,71.50,2024-06-30,2024-06-27,2024-06-28,413,0,,28348.32,-1181.18,-3,1,0.00,0.00
PO-12090-L02,PO-12090,2024-05-28,CLOSED,Sofia Martinez,Aenean Printing,Aenean Printing,,,40-0041,0.1uF Ceramic Chip Capacitor,OTS,514,514,146.23,150.60,2024-07-07,2024-07-09,2024-07-10,514,0,,75162.22,-2246.18,2,0,0.00,0.00
PO-12090-L03,PO-12090,2024-05-28,CLOSED,Sofia Martinez,Aenean Printing,Aenean Printing,,,40-0048,470k Resistor,OTS,615,615,30.64,31.20,2024-06-13,2024-06-20,2024-06-21,615,0,,18843.60,-344.40,7,0,0.00,0.00
PO-10443-L01,PO-10443,2024-05-29,CLOSED,Priya Shah,Egestas Engineering,Egestas Engineering,Grey County,ON,40-0043,1k Resistor,OTS,338,338,173.72,173.20,2024-06-27,2024-06-27,2024-06-28,338,0,,58717.36,175.76,0,1,0.00,0.00
PO-10443-L02,PO-10443,2024-05-29,CLOSED,Priya Shah,Egestas Engineering,Egestas Engineering,Grey County,ON,40-0050,Small-signal PNP Transistor,OTS,439,439,54.55,53.80,2024-07-04,2024-07-09,2024-07-10,439,0,,23947.45,329.25,5,0,0.00,0.00
PO-10443-L03,PO-10443,2024-05-29,CLOSED,Priya Shah,Egestas Engineering,Egestas Engineering,Grey County,ON,40-0057,"0.01uF Ceramic Chip Capacitor, 0603",OTS,540,540,136.22,132.90,2024-07-11,2024-07-21,2024-07-22,540,0,,73558.80,1792.80,10,0,0.00,0.00
PO-11443-L01,PO-11443,2024-05-29,CLOSED,Priya Shah,Microchips Corp.,Microchips Corp.,,,40-0075,Single Logic Level P-Channel FET,OTS,249,236,110.94,115.20,2024-07-05,2024-07-13,2024-07-14,236,0,,27624.06,-1060.74,8,0,0.00,0.00
PO-11443-L02,PO-11443,2024-05-29,CLOSED,Priya Shah,Microchips Corp.,Microchips Corp.,,,50-0080,"Gasket, Screen, 3.5in",MTS,350,350,189.25,194.30,2024-07-12,2024-07-09,2024-07-10,350,0,,66237.50,-1767.50,-3,1,0.00,0.00
PO-11443-L03,PO-11443,2024-05-29,CLOSED,Priya Shah,Microchips Corp.,Microchips Corp.,,,20-0004,"GPS, Rear Assembly",MTS,451,451,48.17,48.90,2024-06-18,2024-06-20,2024-06-21,451,0,,21724.67,-329.23,2,0,0.00,0.00
PO-12443-L01,PO-12443,2024-05-29,CLOSED,Priya Shah,EGETEM,EGETEM,Portland,OREGON,40-0048,470k Resistor,OTS,160,160,32.85,31.20,2024-06-12,2024-06-20,2024-06-21,160,0,,5256.00,264.00,8,0,0.00,0.00
PO-12443-L02,PO-12443,2024-05-29,CLOSED,Priya Shah,EGETEM,EGETEM,Portland,OREGON,40-0055,220k Resistor,OTS,261,247,117.36,110.30,2024-06-19,2024-07-02,2024-07-03,247,0,,30630.96,1842.66,13,0,0.00,0.00
PO-12443-L03,PO-12443,2024-05-29,CLOSED,Priya Shah,EGETEM,EGETEM,Portland,OREGON,40-0063,Exclusive Or Gate single,OTS,362,362,178.98,189.40,2024-06-26,2024-07-14,2024-07-15,362,0,,64790.76,-3772.04,18,0,0.00,0.00
PO-10796-L01,PO-10796,2024-05-30,CLOSED,Alex Morgan,Fringilla Electronics,Fringilla Electronics,,,40-0057,"0.01uF Ceramic Chip Capacitor, 0603",OTS,85,85,128.38,132.90,2024-07-10,2024-07-13,2024-07-14,85,2,COSMETIC,10912.30,-384.20,3,0,2.35,0.00
PO-10796-L02,PO-10796,2024-05-30,CLOSED,Alex Morgan,Fringilla Electronics,Fringilla Electronics,,,40-0066,Signal Diode,OTS,186,186,207.12,212.00,2024-06-16,2024-06-24,2024-06-25,186,6,PACKAGING,38524.32,-907.68,8,0,3.23,0.00
PO-10796-L03,PO-10796,2024-05-30,CLOSED,Alex Morgan,Fringilla Electronics,Fringilla Electronics,,,40-0073,4.0 MHz Fixed oscillator,OTS,287,287,91.49,92.60,2024-06-23,2024-06-20,2024-06-21,287,3,DIMENSIONAL,26257.63,-318.57,-3,1,1.05,0.00
PO-11796-L01,PO-11796,2024-05-30,CLOSED,Alex Morgan,Sodales,Sodales,,,20-0004,"GPS, Rear Assembly",MTS,947,947,51.64,48.90,2024-06-17,2024-06-28,2024-06-29,947,19,COSMETIC,48903.08,2594.78,11,0,2.01,0.00
PO-11796-L02,PO-11796,2024-05-30,CLOSED,Alex Morgan,Sodales,Sodales,,,40-0038,GPS Micro controller,OTS,97,97,136.58,128.00,2024-06-24,2024-06-24,2024-06-25,97,3,PACKAGING,13248.26,832.26,0,1,3.09,0.00
PO-11796-L03,PO-11796,2024-05-30,CLOSED,Alex Morgan,Sodales,Sodales,,,40-0046,100ohm Resistor,OTS,198,198,196.33,207.10,2024-07-01,2024-07-06,2024-07-07,198,2,DIMENSIONAL,38873.34,-2132.46,5,0,1.01,0.00
PO-12796-L01,PO-12796,2024-05-30,CLOSED,Alex Morgan,Eu Sem Electronics,Eu Sem Electronics,,,40-0063,Exclusive Or Gate single,OTS,858,858,192.43,189.40,2024-06-25,2024-06-28,2024-06-29,858,18,COSMETIC,165104.94,2599.74,3,0,2.10,0.00
PO-12796-L02,PO-12796,2024-05-30,CLOSED,Alex Morgan,Eu Sem Electronics,Eu Sem Electronics,,,40-0071,Millmax 0666 Socket for 0.020 pins,OTS,959,959,71.89,70.00,2024-07-02,2024-07-10,2024-07-11,959,29,PACKAGING,68942.51,1812.51,8,0,3.02,0.00
PO-12796-L03,PO-12796,2024-05-30,CLOSED,Alex Morgan,Eu Sem Electronics,Eu Sem Electronics,,,40-0078,IR 40Khz Integrated Receiver Siemen,OTS,109,109,154.77,149.10,2024-07-09,2024-07-06,2024-07-07,109,2,DIMENSIONAL,16869.93,618.03,-3,1,1.83,0.00
PO-10149-L01,PO-10149,2024-05-31,CLOSED,Daniel Kim,Arcu Packaging,Arcu Packaging,Racine,WI,40-0041,0.1uF Ceramic Chip Capacitor,OTS,872,872,145.93,150.60,2024-06-14,2024-06-12,2024-06-13,872,0,,127250.96,-4072.24,-2,1,0.00,0.00
PO-10149-L02,PO-10149,2024-05-31,CLOSED,Daniel Kim,Arcu Packaging,Arcu Packaging,Racine,WI,40-0048,470k Resistor,OTS,973,973,30.58,31.20,2024-06-21,2024-06-24,2024-06-25,973,0,,29754.34,-603.26,3,0,0.00,0.00
PO-10149-L03,PO-10149,2024-05-31,CLOSED,Daniel Kim,Arcu Packaging,Arcu Packaging,Racine,WI,40-0055,220k Resistor,OTS,123,123,109.31,110.30,2024-06-28,2024-07-06,2024-07-07,123,0,,13445.13,-121.77,8,0,0.00,0.00
PO-11149-L01,PO-11149,2024-05-31,CLOSED,Daniel Kim,Lectus Labeling,Lectus Labeling,,,40-0073,4.0 MHz Fixed oscillator,OTS,783,783,98.06,92.60,2024-06-22,2024-06-28,2024-06-29,783,0,,76780.98,4275.18,6,0,0.00,0.00
PO-11149-L02,PO-11149,2024-05-31,CLOSED,Daniel Kim,Lectus Labeling,Lectus Labeling,,,50-0012,"GPS, Front Bezel",MTS,884,884,161.40,171.70,2024-06-29,2024-07-10,2024-07-11,884,0,,142677.60,-9105.20,11,0,0.00,0.00
PO-11149-L03,PO-11149,2024-05-31,CLOSED,Daniel Kim,Lectus Labeling,Lectus Labeling,,,20-0002,GPS Car Navigation Unit - Model 3,MTS,985,985,25.01,26.30,2024-07-06,2024-07-06,2024-07-07,985,0,,24634.85,-1270.65,0,1,0.00,0.00
PO-12149-L01,PO-12149,2024-05-31,CLOSED,Daniel Kim,Ante Corp.,Ante Corp.,West Valley City,UTAH,40-0046,100ohm Resistor,OTS,694,694,211.03,207.10,2024-06-30,2024-06-28,2024-06-29,694,0,,146454.82,2727.42,-2,1,0.00,0.00
PO-12149-L02,PO-12149,2024-05-31,CLOSED,Daniel Kim,Ante Corp.,Ante Corp.,West Valley City,UTAH,40-0053,"Tantalum Capacitor 4.7uF@4V,A pkg",OTS,795,795,90.33,87.70,2024-07-07,2024-07-10,2024-07-11,795,0,,71812.35,2090.85,3,0,0.00,0.00
PO-12149-L03,PO-12149,2024-05-31,CLOSED,Daniel Kim,Ante Corp.,Ante Corp.,West Valley City,UTAH,40-0061,N-Chn Enhan-Md MOSFET,OTS,896,896,173.64,166.80,2024-07-14,2024-07-22,2024-07-23,896,0,,155581.44,6128.64,8,0,0.00,0.00
PO-10502-L01,PO-10502,2024-06-01,CLOSED,Jordan Lee,Eleifend,Eleifend,,,40-0055,220k Resistor,OTS,619,619,117.14,110.30,2024-06-27,2024-06-28,2024-06-29,619,0,,72509.66,4233.96,1,0,0.00,0.00
PO-10502-L02,PO-10502,2024-06-01,CLOSED,Jordan Lee,Eleifend,Eleifend,,,40-0063,Exclusive Or Gate single,OTS,720,720,178.60,189.40,2024-07-04,2024-07-10,2024-07-11,720,0,,128592.00,-7776.00,6,0,0.00,0.00
